jpknight.11,"750,000",/property-details/271/oxfordshire/ewelme-2,OX10 6HQ,A striking and well proportioned executive family home in a secluded location in this sought after Oxfordshire village. With four bedrooms and three reception rooms it offers generous living space and it is set in a.......,/resize/271/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,The Street,"FOR SALE 750,000",
jpknight.12,"699,950",/property-details/222/oxfordshire/shillingford-5,OX10 7EU,"A stunning country home, combining the period charm from the early 19th Century with a stylish contemporary addition: set in secluded grounds approaching 0.60 of an acre, the property is approached over a long,.......",/resize/222/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Wallingford Road,"FOR SALE 699,950",
jpknight.13,"775,000",/property-details/285/oxfordshire/north-moreton-1,OX11 9BA,"A stunning chalet style detached home in a private setting on the edge of this popular village with views across open farmland, attractively landscaped gardens and a detached garage with driveway parking. The property.......",/resize/285/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Wallingford Road,"FOR SALE 775,000",
jpknight.14,"899,950",/property-details/256/oxfordshire/north-moreton,OX11 9BG,"A charming family residence, set in the sought after parish of Brightwell, with many character features it is believed to date from 1934: situated in a sought after semi rural location there are private grounds that.......",/resize/256/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Sires Hill,"FOR SALE 899,950",
jpknight.15,"785,000",/property-details/240/oxfordshire/aston-tirrold,OX11 9DD,"A substantial detached family home with grounds of .35 of an acre that include a secluded170۪ garden and large driveway: the accommodation comprises 4 bedrooms, 4 bath/shower rooms, 3 reception rooms and a superb.......",/resize/240/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Baker Street,"SOLD SUBJECT TO CONTRACT 785,000",
jpknight.16,"680,000",/property-details/137/oxfordshire/aston-upthorpe/thorpe-street,OX11 9EG,"A magnificent 5 bedroom family home set in the heart of this highly regarded and thriving village, with extensive drive, double garage and secluded 74۪ westerly facing garden. The accommodation also includes a.......",/resize/137/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Thorpe Street,"SOLD SUBJECT TO CONTRACT Offers in Excess of 680,000",
jpknight.17,"1,295,000",/property-details/199/oxfordshire/aston-upthorpe/thorpe-street-1,OX11 9EG,"A luxuriously appointed family home, believed to date from the 1920s, with beautiful, landscaped grounds of approximately half an acre: the property is set in a quiet location in the centre of this charming village........",/resize/199/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Thorpe Street,"SOLD SUBJECT TO CONTRACT 1,295,000",
jpknight.18,"975,000",/property-details/239/berkshire/upper-basildon,RG8 8LY,An individual home built to exacting standards by renowned developer Greyswood: the bespoke design blends into the natural landscape to minimise the impact within this area of Outstanding Natural Beauty. It will be.......,/resize/239/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Blandys Lane,"FOR SALE 975,000",
jpknight.19,"875,000",/property-details/238/berkshire/upper-basildon-2,RG8 8LY,"), set.......",/resize/238/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Blandys Lane,"FOR SALE 875,000",
jpknight.20,"1,695,000",/property-details/272/berkshire/upper-basildon-3,RG8 8NU,"An imposing country home, set in beautiful grounds of just over 2.5 acres, located in arguably the best road of this sought after West Berkshire village. With a fascinating history, having previously been owned by.......",/resize/272/0/268,http://www.jpknight.net/search/?ShowSTC=on&ShowSold=on&resort%21=EG&property_type=%21office&instruction_type=Sale&minprice=&maxprice=&bedrooms=0&image.x=78&image.y=15,Bethesda Street,"UNDER OFFER 1,695,000",
jpknight.21,"650,000",/property-details/248/oxfordshire/wallingford-48,OX10 0LR,"A charming detached four bedroom family home, with a superb plot extending to .25 acre, in this established road within walking distance of the town. This well appointed property also includes 3 reception rooms and a.......",/resize/248/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Wantage Road,"SOLD SUBJECT TO CONTRACT 650,000",
jpknight.22,"675,000",/property-details/279/oxfordshire/brightwell-cum-sotwell-4,OX10 0RL,"Set on this exclusive development in this highly regarded village, an imposing detached family home approached over a 64۪ drive and featuring a secluded garden extending to 67۪ in width. There are 4.......",/resize/279/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Monks Mead,"UNDER OFFER Price Guide 675,000",
jpknight.23,"550,000",/property-details/270/oxfordshire/wallingford-56,OX10 9GH,"A stunning 4 bedroom detached home, built by Linden Homes to a luxury specification: with superb accommodation arranged over 3 floors there is an adjacent garage and self-contained 25۪ first floor studio. Within.......",/resize/270/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Hanover Court,"UNDER OFFER 550,000",
jpknight.24,"539,950",/property-details/258/oxfordshire/cholsey-13,OX10 9HF,"A striking, individual detached property in this delightful, semi-rural location with stunning open views across countryside and a plot of quarter of an acre: set down a quiet country lane it is just 1.5 miles from the.......",/resize/258/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Caps Lane,"FOR SALE 539,950",
jpknight.25,"580,000",/property-details/217/oxfordshire/moulsford,OX10 9HR,"A magnificent double fronted period cottage, believed to date from the 1920s with later additions, set in this highly regarded village with superb open views to the side and rear. It comprises 4 good bedrooms, 1 en.......",/resize/217/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,The Street,"FOR SALE 580,000",
jpknight.26,"539,950",/property-details/264/oxfordshire/cholsey-17,OX10 9NR,"An imposing five bedroom, detached family home, with a secluded 50۪ southerly facing garden: in a private position it is set towards the end of this small close in the centre of the village. The superb.......",/resize/264/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Pound Lane,"FOR SALE 539,950",
jpknight.27,"565,000",/property-details/193/oxfordshire/cholsey/13,OX10 9PP,"A beautiful, detached Victorian 4 bedroom home, set in a quiet position on the edge of the village, with a railed front garden, secluded side and rear gardens and a garage and parking space. There are 4 separate.......",/resize/193/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Church Road,"SOLD SUBJECT TO CONTRACT 565,000",
jpknight.28,"599,950",/property-details/221/oxfordshire/south-moreton,OX11 9AN,"A substantial single storey residence set in completely private grounds of 0.3 of an acre in a semi rural location on the outskirts of this highly regarded village. There are 4 bedrooms including a suite, large kitchen.......",/resize/221/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Anchor Lane,"SOLD SUBJECT TO CONTRACT 599,950",
jpknight.29,"669,950",/property-details/197/berkshire/bucklebury/the-slade,RG7 6TE,"A pretty, double fronted detached cottage in a glorious rural setting with super views across the surrounding countryside. Believed to date from 1824 with later additions, there are 3 bedrooms, one en suite, sitting.......",/resize/197/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,The Slade,"SOLD SUBJECT TO CONTRACT 669,950",
jpknight.30,"599,000",/property-details/255/berkshire/upper-basildon-1,RG8 8LX,"A beautifully refurbished and extended 4 bedroom character cottage. Set in a quiet position in one of the most sought after parts of this popular village and within easy walking distance of the local pub, primary.......",/resize/255/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,The Triangle,"UNDER OFFER 599,000",
jpknight.31,"485,000",/property-details/252/oxfordshire/benson-14,OX10 6RS,"Set in a small and established cul-de-sac within moments of the village centre, a substantial detached chalet style home with a gravel drive and secluded garden featuring views over the airfield. There are 3 first floor.......",/resize/252/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Paddock Close,"FOR SALE 485,000",3
jpknight.32,"499,950",/property-details/220/oxfordshire/dorchester-on-thames-2,OX10 7HR,"A pretty, double fronted cottage style property, in this glorious setting within close proximity to the centre of the village. The substantial property also features three reception rooms, kitchen/breakfast room, four.......",/resize/220/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Queen Street,"FOR SALE 499,950",-1
jpknight.33,"475,000",/property-details/257/oxfordshire/dorchester-on-thames-3,OX10 7PG,A character 4 bed cottage in a stunning rural setting: it features far-reaching views across open countryside and yet close to Dorchester on Thames and Wallingford. Vastly improved by the current owners it offers.......,/resize/257/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Mount Farm Cottage,"FOR SALE 475,000",4
jpknight.34,"445,000",/property-details/88/oxfordshire/wallingford-22,OX10 8HN,"Situated at the entrance of this small cul-de-sac and within walking distance of the town, a substantial 4 bedroom detached family home featuring a secluded, 42۪ wide south, southeast facing garden that abuts the.......",/resize/88/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Barncroft,"UNDER OFFER 445,000",4
jpknight.35,"625,000",/property-details/258/oxfordshire/cholsey-13,OX10 9HF,"A striking, individual detached property in this delightful, semi-rural location with stunning open views across countryside and a plot of quarter of an acre: set down a quiet country lane it is just 1.5 miles from the.......",/resize/258/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Caps Lane,"FOR SALE 625,000",1
jpknight.36,"499,950",/property-details/142/oxfordshire/cholsey/ilges-lane,OX10 9NT,"Believed to date from the late 15thCentury, a pretty, detached cottage set in the centre of the village and featuring a gated drive and secluded garden. With a wealth of period features including exposed beams, wall.......",/resize/142/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Ilges Lane,"FOR SALE 499,950",15
jpknight.37,"565,000",/property-details/193/oxfordshire/cholsey/13,OX10 9PP,"A beautiful, detached Victorian 4 bedroom home, set in a quiet position on the edge of the village, with a railed front garden, secluded side and rear gardens and a garage and parking space. There are 4 separate.......",/resize/193/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Church Road,"SOLD SUBJECT TO CONTRACT 565,000",4
jpknight.38,"599,950",/property-details/221/oxfordshire/south-moreton,OX11 9AN,"A substantial single storey residence set in completely private grounds of 0.3 of an acre in a semi rural location on the outskirts of this highly regarded village. There are 4 bedrooms including a suite, large kitchen.......",/resize/221/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Anchor Lane,"SOLD SUBJECT TO CONTRACT 599,950",0
jpknight.39,"449,950",/property-details/187/oxfordshire/aston-tirrold/baker-street-1,OX11 9DD,"A superbly presented family home, with 4 bedrooms, 3 reception rooms and a stunning 20۪ kitchen/breakfast room, situated in a quiet road in the centre of this charming village. It also features an en suite shower.......",/resize/187/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Baker Street,"UNDER OFFER 449,950",4
jpknight.40,"500,000",/property-details/251/oxfordshire/aston-upthorpe,OX11 9EL,"A beautifully appointed, 3 bedroom detached chalet style home, with ample driveway parking, garage and secluded westerly facing rear garden. Set in the heart of this highly regarded village the property has 2 living.......",/resize/251/0/268,http://www.jpknight.net/search/2.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Fullers Road,"FOR SALE Offers in Excess of 500,000",3
jpknight.41,"459,950",/property-details/252/oxfordshire/benson-14,OX10 6RS,"Set in a small and established cul-de-sac within moments of the village centre, a substantial detached chalet style home with a gravel drive and secluded garden featuring views over the airfield. There are 3 first floor.......",/resize/252/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Paddock Close,"FOR SALE 459,950",
jpknight.42,"425,000",/property-details/241/oxfordshire/benson-11,OX10 6RS,"A conveniently located detached bungalow in this small cul-de-sac within just a few minutes walk of the amenities in the village centre. The accommodation comprises 3 bedrooms, en suite shower room, bathroom,.......",/resize/241/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Paddock Close,"SOLD SUBJECT TO CONTRACT 425,000",
jpknight.43,"449,950",/property-details/257/oxfordshire/dorchester-on-thames-3,OX10 7PG,A character 4 bed cottage in a stunning rural setting: it features far-reaching views across open countryside and yet close to Dorchester on Thames and Wallingford. Vastly improved by the current owners it offers.......,/resize/257/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Mount Farm Cottage,"UNDER OFFER 449,950",
jpknight.44,"445,000",/property-details/88/oxfordshire/wallingford-22,OX10 8HN,"Situated at the entrance of this small cul-de-sac and within walking distance of the town, a substantial 4 bedroom detached family home featuring a secluded, 42۪ wide south, southeast facing garden that abuts the.......",/resize/88/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Barncroft,"SOLD SUBJECT TO CONTRACT 445,000",
jpknight.45,"415,000",/property-details/287/oxfordshire/cholsey-24,OX10 9GZ,"Set on the edge of the Cholsey Meadows development, a superb family home with accommodation arranged over 3 floors, driveway parking to the front and a southwest facing rear garden. With a high specification and.......",/resize/287/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Ferry Lane,"FOR SALE 415,000",
jpknight.46,"499,950",/property-details/142/oxfordshire/cholsey/ilges-lane,OX10 9NT,"Believed to date from the late 15thCentury, a pretty, detached cottage set in the centre of the village and featuring a gated drive and secluded garden. With a wealth of period features including exposed beams, wall.......",/resize/142/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Ilges Lane,"FOR SALE 499,950",
jpknight.47,"415,000",/property-details/275/oxfordshire/cholsey-21,OX10 9QX,"A spacious 5 bedroom detached family home, situated in this quiet residential area near the centre of the village and within walking distance of the train station. The living space has an open plan sitting/dining room,.......",/resize/275/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Queens Road,"UNDER OFFER 415,000",
jpknight.48,"449,950",/property-details/187/oxfordshire/aston-tirrold/baker-street-1,OX11 9DD,"A superbly presented family home, with 4 bedrooms, 3 reception rooms and a stunning 20۪ kitchen/breakfast room, situated in a quiet road in the centre of this charming village. It also features an en suite shower.......",/resize/187/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Baker Street,"SOLD SUBJECT TO CONTRACT 449,950",
jpknight.49,"500,000",/property-details/251/oxfordshire/aston-upthorpe,OX11 9EL,"A beautifully appointed, 3 bedroom detached chalet style home, with ample driveway parking, garage and secluded westerly facing rear garden. Set in the heart of this highly regarded village the property has 2 living.......",/resize/251/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Fullers Road,"UNDER OFFER Offers in Excess of 500,000",
jpknight.50,"475,000",/property-details/289/oxfordshire/stadhampton,OX44 7XR,"A well presented 4 bedroom family home with a superb 76۪ east-southeast facing garden: set adjacent to an attractive brook on a small development numbering 7 properties, it lies on the edge of the village close to.......",/resize/289/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21[]=EG&property_type[]=%21office,Brookhampton Close,"FOR SALE 475,000",
jpknight.51,"430,000",/property-details/202/oxfordshire/wallingford/nelson-close,OX10 0LG,"A superbly presented 4 bedroom detached house situated in a quiet cul-de-sac location just half a mile from the town centre. The accommodation also includes open plan kitchen and dining room, sitting room, family room,.......",/resize/202/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Nelson Close,"SOLD SUBJECT TO CONTRACT 430,000",4
jpknight.52,"370,000",/property-details/245/oxfordshire/wallingford-47,OX10 0NY,"Set on a corner plot on this highly regarded development to the west of town, a detached 3 bedroom home with garage and a 61۪ wide south, southwest facing garden. Downstairs there is a sitting room, dining room.......",/resize/245/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Radnor Road,"FOR SALE 370,000",3
jpknight.53,"361,000",/property-details/233/oxfordshire/brightwell-cum-sotwell-2,OX10 0QY,"A super 4 bedroom family home set in a corner position with a secluded garden on the edge of this popular development: it is situated in a keenly sought after village. With a 2 storey extension, the property now has two.......",/resize/233/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Kings Orchard,"FOR SALE 361,000",4
jpknight.54,"375,000",/property-details/195/oxfordshire/benson/sands-way,OX10 6NG,"Set in this quiet street, within walking distance of Benson village centre, a well presented 4 bedroom semi detached home: it also includes lounge, conservatory, open plan kitchen diner, utility room, family room, study.......",/resize/195/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Sands Way,"SOLD 375,000",4
jpknight.55,"425,000",/property-details/241/oxfordshire/benson-11,OX10 6RS,"A conveniently located detached bungalow in this small cul-de-sac within just a few minutes walk of the amenities in the village centre. The accommodation comprises 3 bedrooms, en suite shower room, bathroom,.......",/resize/241/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Paddock Close,"UNDER OFFER 425,000",3
jpknight.56,"362,500",/property-details/170/oxfordshire/wallingford/millington-road,OX10 8FE,"Situated in a quiet close, a spacious, extended 4 bedroom family home, arranged over 3 floors and featuring a secluded garden, double glazed conservatory and stylish refitted kitchen. Within walking distance of the town.......",/resize/170/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Millington Road,"UNDER OFFER 362,500",4
jpknight.57,"395,000",/property-details/191/oxfordshire/wallingford/barley-close,OX10 9BX,"A substantial 4 bedroom family home, in good order throughout, with accommodation arranged over 3 floors, block paved drive and a secluded 53۪ east facing garden. The living space comprises lounge, dining room,.......",/resize/191/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Barley Close,"SOLD SUBJECT TO CONTRACT 395,000",4
jpknight.58,"365,000",/property-details/196/oxfordshire/cholsey/schuster-close,OX10 9GY,"Featuring a stunning outlook across acres of open countryside, a spacious 4 bedroom town house built to an excellent specification by renowned developer, Linden Homes. Arranged over 3 floors, it is part of the Cholsey.......",/resize/196/0/268,http://www.jpknight.net/search/3.html?n=10&bedrooms=0&showstc=on&showsold=on&orderby=price+desc&search_price_on=price&instruction_type=Sale&resort%21%5B%5D=EG&property_type%5B%5D=%21office,Schuster Close,"UNDER OFFER 365,000",4
